sequence_id,step,state_0,state_mean,target,state_std,aleatoric_unc,epistemic_unc,weight
808,0,-0.924322,1.782376,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
809,0,1.807489,1.580816,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
810,0,1.638630,0.660547,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
811,0,1.238122,1.815466,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
812,0,0.476039,-0.138534,0.953125,8.74290281e-5,8.74290281e-5,8.74290281e-5,1.143772e4
813,0,-1.038531,1.264220,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
814,0,-0.144667,1.850029,0.310547,4.18992862e-4,4.18992862e-4,4.18992862e-4,2.386670e3
815,0,-0.234120,-1.175736,0.173828,2.81037498e-4,2.81037498e-4,2.81037498e-4,3.558231e3
816,0,-1.869034,1.415263,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
817,0,0.476070,-1.561040,0.955078,8.39583708e-5,8.39583708e-5,8.39583708e-5,1.191052e4
818,0,1.839306,-1.405512,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
819,0,-1.074120,-1.409864,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
820,0,1.559921,-1.166259,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
821,0,-1.501568,0.714223,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
822,0,-0.659245,1.321643,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
823,0,0.947300,-1.380998,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
824,0,-0.987985,-0.597883,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
825,0,0.552070,1.818867,0.978515,4.11378274e-5,4.11378274e-5,4.11378274e-5,2.430794e4
826,0,1.067902,-1.903322,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
827,0,-1.702310,0.633572,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
828,0,1.285816,0.232520,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
829,0,1.099223,0.669921,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
830,0,1.527294,-1.006509,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
831,0,-1.802366,1.286587,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
832,0,0.671415,1.175310,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
833,0,1.769595,1.676048,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
834,0,1.407321,-1.741057,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
835,0,1.052686,0.179511,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
836,0,0.872833,1.948925,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
837,0,-0.817863,-0.593791,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
838,0,1.913582,0.727132,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
839,0,-0.976155,1.715109,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
840,0,0.979759,-1.523192,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
841,0,-0.901264,-1.060995,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
842,0,-0.568678,-0.565010,0.023438,4.47880537e-5,4.47880537e-5,4.47880537e-5,2.232688e4
843,0,1.927965,-1.214755,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
844,0,0.254925,1.029787,0.832031,2.73490104e-4,2.73490104e-4,2.73490104e-4,3.656426e3
845,0,0.246517,0.307389,0.845703,2.55357656e-4,2.55357656e-4,2.55357656e-4,3.916061e3
846,0,-0.196681,0.628307,0.242187,3.59159457e-4,3.59159457e-4,3.59159457e-4,2.784271e3
847,0,-0.848306,1.963355,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
848,0,-0.654442,1.371712,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
849,0,-0.834299,-0.864055,0.005860,1.13978429e-5,1.13978429e-5,1.13978429e-5,8.772820e4
850,0,0.421780,-1.785303,0.947265,9.77529989e-5,9.77529989e-5,9.77529989e-5,1.022976e4
851,0,0.168706,0.898904,0.753906,3.63071758e-4,3.63071758e-4,3.63071758e-4,2.754269e3
852,0,-1.771282,0.552909,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
853,0,0.663749,0.267709,0.982422,3.37904595e-5,3.37904595e-5,3.37904595e-5,2.959328e4
854,0,-0.298845,1.361662,0.103516,1.81600763e-4,1.81600763e-4,1.81600763e-4,5.506554e3
855,0,1.901638,-1.895248,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
856,0,1.072411,-0.012997,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
857,0,-0.860125,0.782880,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
858,0,0.445104,0.010435,0.957031,8.04717319e-5,8.04717319e-5,8.04717319e-5,1.242657e4
859,0,-0.221481,-1.400405,0.197265,3.09880720e-4,3.09880720e-4,3.09880720e-4,3.227038e3
860,0,-0.721018,-0.317517,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
861,0,-0.170656,-1.929330,0.255859,3.72588835e-4,3.72588835e-4,3.72588835e-4,2.683916e3
862,0,1.968512,1.618538,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
863,0,-1.057575,0.215723,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
864,0,-0.192781,-1.709501,0.246094,3.63071758e-4,3.63071758e-4,3.63071758e-4,2.754269e3
865,0,0.823532,0.057511,0.998046,3.81444971e-6,3.81444971e-6,3.81444971e-6,2.620923e5
866,0,0.533276,-1.010892,0.953126,8.74262804e-5,8.74262804e-5,8.74262804e-5,1.143808e4
867,0,-0.029691,-1.487708,0.435547,4.81103304e-4,4.81103304e-4,4.81103304e-4,2.078551e3
868,0,1.284303,1.416216,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
869,0,-0.859927,-0.681847,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
870,0,-0.120747,0.129981,0.333984,4.35296897e-4,4.35296897e-4,4.35296897e-4,2.297277e3
871,0,0.313391,-0.696320,0.871094,2.19739387e-4,2.19739387e-4,2.19739387e-4,4.550825e3
872,0,1.881433,-1.443510,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
873,0,1.199496,-0.448695,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
874,0,1.509345,-0.272722,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
875,0,-0.689477,-0.841042,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
876,0,-1.569478,-0.507859,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
877,0,-0.679504,1.993220,0.005860,1.13978429e-5,1.13978429e-5,1.13978429e-5,8.772820e4
878,0,1.083933,0.061854,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
879,0,-0.687269,1.264773,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
880,0,1.197082,1.101716,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
881,0,-1.692933,-1.858179,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
882,0,0.821787,0.388248,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
883,0,0.394697,-0.190191,0.916615,3.64650707e-4,3.64650707e-4,3.64650707e-4,2.742343e3
884,0,-0.382064,-0.038991,0.060547,1.11309973e-4,1.11309973e-4,1.11309973e-4,8.983840e3
885,0,1.536160,-1.447308,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
886,0,1.288204,1.956357,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
887,0,0.493338,1.073927,0.955079,8.39552063e-5,8.39552063e-5,8.39552063e-5,1.191097e4
888,0,-0.766433,1.902314,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
889,0,1.554902,-0.201836,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
890,0,-1.017119,-0.655295,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
891,0,1.912659,1.288420,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
892,0,0.531216,-1.604503,0.980468,3.74726717e-5,3.74726717e-5,3.74726717e-5,2.668540e4
893,0,1.784265,1.193878,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
894,0,0.326380,-1.142757,0.867188,2.25384084e-4,2.25384084e-4,2.25384084e-4,4.436851e3
895,0,1.721993,1.002298,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
896,0,-0.634166,-0.379201,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
897,0,0.135855,0.962522,0.697266,4.13080787e-4,4.13080787e-4,4.13080787e-4,2.420828e3
898,0,1.880968,0.454751,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
899,0,1.496019,-0.667739,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
900,0,-1.724533,-0.709539,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
901,0,-0.762439,1.224007,0.001954,3.81421003e-6,3.81421003e-6,3.81421003e-6,2.621088e5
902,0,0.197302,1.366133,0.783203,3.32277185e-4,3.32277185e-4,3.32277185e-4,3.009526e3
903,0,-0.182581,1.780705,0.238281,3.55188268e-4,3.55188268e-4,3.55188268e-4,2.815400e3
904,0,0.809993,-0.922459,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
905,0,0.989693,0.276083,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
906,0,0.068874,-0.224338,0.585937,4.74780441e-4,4.74780441e-4,4.74780441e-4,2.106232e3
907,0,-1.086882,-0.384800,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
908,0,-0.993395,-0.117208,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
909,0,1.081037,1.293622,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
910,0,0.934658,-0.754830,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
911,0,0.378129,1.829602,0.880859,2.05370698e-4,2.05370698e-4,2.05370698e-4,4.869220e3
912,0,1.881503,0.575464,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
913,0,-1.246618,-1.634696,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
914,0,1.542726,0.213993,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
915,0,0.676494,0.437577,0.990234,1.89217620e-5,1.89217620e-5,1.89217620e-5,5.284641e4
916,0,-1.383413,1.672156,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
917,0,-1.760165,-0.530028,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
918,0,1.711625,-1.176191,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
919,0,1.683509,0.749486,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
920,0,-1.700742,0.968294,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
921,0,1.522222,1.320837,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
922,0,-0.493942,0.825434,0.058593,1.07941472e-4,1.07941472e-4,1.07941472e-4,9.264194e3
923,0,-1.212773,1.842880,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
924,0,0.769909,-0.073067,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
925,0,0.027060,-0.475627,0.517578,4.88628261e-4,4.88628261e-4,4.88628261e-4,2.046541e3
926,0,-0.426025,-0.913481,0.035155,6.63717167e-5,6.63717167e-5,6.63717167e-5,1.506643e4
927,0,0.149655,-0.187778,0.705078,4.06929553e-4,4.06929553e-4,4.06929553e-4,2.457422e3
928,0,-0.234432,-1.312257,0.183594,2.93316726e-4,2.93316726e-4,2.93316726e-4,3.409272e3
929,0,1.890651,1.407784,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
930,0,1.429895,-1.940073,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
931,0,-0.388266,-0.269567,0.091797,1.63147313e-4,1.63147313e-4,1.63147313e-4,6.129392e3
932,0,1.094705,0.884894,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
933,0,-1.622261,1.212017,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
934,0,-0.270718,0.381133,0.169921,2.76016783e-4,2.76016783e-4,2.76016783e-4,3.622955e3
935,0,1.803174,1.201868,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
936,0,0.285250,1.417815,0.886719,1.96569417e-4,1.96569417e-4,1.96569417e-4,5.087235e3
937,0,0.604779,0.047444,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
938,0,1.625480,-1.155756,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
939,0,0.223342,-1.361467,0.763672,3.53179347e-4,3.53179347e-4,3.53179347e-4,2.831415e3
940,0,-0.301658,-1.659879,0.128906,2.19741198e-4,2.19741198e-4,2.19741198e-4,4.550787e3
941,0,1.697645,1.840097,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
942,0,-1.298812,1.016109,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
943,0,-0.484809,-0.127434,0.044922,8.39569663e-5,8.39569663e-5,8.39569663e-5,1.191072e4
944,0,-0.386879,1.556666,0.070313,1.27920035e-4,1.27920035e-4,1.27920035e-4,7.817323e3
945,0,-0.350554,-0.049090,0.103515,1.81600007e-4,1.81600007e-4,1.81600007e-4,5.506577e3
946,0,0.516304,-0.746067,0.968750,5.92409074e-5,5.92409074e-5,5.92409074e-5,1.687994e4
947,0,-0.618070,0.921903,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
948,0,-0.641779,-1.456845,0.009766,1.89217620e-5,1.89217620e-5,1.89217620e-5,5.284641e4
949,0,-0.452385,0.967671,0.060544,1.11298770e-4,1.11298770e-4,1.11298770e-4,8.984745e3
950,0,1.380469,0.915023,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
951,0,1.213609,-1.159830,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
952,0,1.729362,0.303317,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
953,0,-0.450113,-1.413990,0.052734,9.77519760e-5,9.77519760e-5,9.77519760e-5,1.022987e4
954,0,0.909775,-0.985878,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
955,0,1.866883,-1.788233,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
956,0,-0.887014,0.363101,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
957,0,-0.533832,1.495205,0.027344,5.20448094e-5,5.20448094e-5,5.20448094e-5,1.921384e4
958,0,1.987600,1.649866,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
959,0,-0.276791,-1.790771,0.150391,2.50042109e-4,2.50042109e-4,2.50042109e-4,3.999310e3
960,0,0.184802,1.229981,0.767578,3.49119162e-4,3.49119162e-4,3.49119162e-4,2.864343e3
961,0,-0.277226,1.470047,0.156250,2.57992395e-4,2.57992395e-4,2.57992395e-4,3.876068e3
962,0,-0.436244,-0.172365,0.052735,9.77540181e-5,9.77540181e-5,9.77540181e-5,1.022965e4
963,0,0.479890,1.206350,0.953125,8.74281132e-5,8.74281132e-5,8.74281132e-5,1.143784e4
964,0,-0.381684,0.545778,0.074219,1.34460060e-4,1.34460060e-4,1.34460060e-4,7.437097e3
965,0,-0.599882,1.351946,0.017578,3.37904595e-5,3.37904595e-5,3.37904595e-5,2.959328e4
966,0,1.685482,-1.152185,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
967,0,-1.922081,1.115256,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
968,0,-0.315081,-0.379562,0.152341,2.52699495e-4,2.52699495e-4,2.52699495e-4,3.957254e3
969,0,-1.560736,1.121872,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
970,0,-0.693522,0.638987,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
971,0,-0.900983,-1.240759,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
972,0,-1.912748,0.498535,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
973,0,0.214431,0.135330,0.757813,3.59158462e-4,3.59158462e-4,3.59158462e-4,2.784279e3
974,0,1.392729,-0.180244,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
975,0,-0.597461,1.252870,0.017578,3.37904595e-5,3.37904595e-5,3.37904595e-5,2.959328e4
976,0,-0.489828,0.409326,0.044922,8.39569663e-5,8.39569663e-5,8.39569663e-5,1.191072e4
977,0,-1.224943,1.906000,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
978,0,-0.449804,1.689062,0.048828,9.08852815e-5,9.08852815e-5,9.08852815e-5,1.100276e4
979,0,1.875746,0.445618,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
980,0,1.312259,1.949827,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
981,0,1.253972,0.095713,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
982,0,1.106242,0.560178,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
983,0,-0.635215,0.907275,0.023437,4.47852342e-5,4.47852342e-5,4.47852342e-5,2.232829e4
984,0,0.348997,-0.870758,0.880476,4.18760854e-4,4.18760854e-4,4.18760854e-4,2.387992e3
985,0,-0.571545,0.533550,0.015625,3.00956777e-5,3.00956777e-5,3.00956777e-5,3.322626e4
986,0,1.269615,-1.716312,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
987,0,-0.856937,-1.520968,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
988,0,1.580943,-0.862925,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
989,0,1.637704,1.394765,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
990,0,-0.010282,-1.365292,0.503906,4.89203078e-4,4.89203078e-4,4.89203078e-4,2.044137e3
991,0,1.730478,0.150124,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
992,0,1.720409,-1.191666,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
993,0,-0.336038,0.100808,0.113280,1.96566015e-4,1.96566015e-4,1.96566015e-4,5.087324e3
994,0,-1.439721,1.198174,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
995,0,1.726532,0.948632,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
996,0,-1.385788,0.658765,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
997,0,1.828504,-0.621091,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
998,0,-0.265677,1.200643,0.162109,2.65805828e-4,2.65805828e-4,2.65805828e-4,3.762131e3
999,0,-1.079342,-1.067763,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1000,0,-1.612187,0.026293,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1001,0,-1.327742,0.106732,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1002,0,1.777439,1.333769,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1003,0,-0.288030,0.663521,0.156250,4.71477395e-4,4.71477395e-4,4.71477395e-4,2.120988e3
1004,0,-0.958346,0.147677,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1005,0,-0.299972,0.704248,0.130859,2.22567691e-4,2.22567691e-4,2.22567691e-4,4.492995e3
1006,0,-0.975590,1.905616,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1007,0,-0.512817,-0.746341,0.042967,8.04641367e-5,8.04641367e-5,8.04641367e-5,1.242774e4
1008,0,0.123434,0.611312,0.669922,4.32729287e-4,4.32729287e-4,4.32729287e-4,2.310908e3
1009,0,-1.974885,1.930104,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1010,0,1.540849,-1.520190,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1011,0,-1.343300,0.026934,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1012,0,-0.353349,-1.571016,0.080078,1.44155783e-4,1.44155783e-4,1.44155783e-4,6.936892e3
1013,0,0.782707,-0.250397,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1014,0,-0.646904,1.169603,0.011719,2.26613290e-5,2.26613290e-5,2.26613290e-5,4.412609e4
1015,0,1.245627,-0.634317,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1016,0,-1.290437,-1.260600,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1017,0,-0.518859,1.833042,0.037108,6.99172143e-5,6.99172143e-5,6.99172143e-5,1.430242e4
1018,0,-0.726194,0.166729,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1019,0,0.765247,-0.789430,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1020,0,-0.808052,1.368531,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1021,0,1.145084,-1.322628,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1022,0,0.421531,1.923170,0.935547,1.17996600e-4,1.17996600e-4,1.17996600e-4,8.474749e3
1023,0,0.731267,0.219458,0.988281,2.26613290e-5,2.26613290e-5,2.26613290e-5,4.412609e4
1024,0,1.149335,1.605383,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1025,0,0.605313,-1.321708,0.992187,1.51672667e-5,1.51672667e-5,1.51672667e-5,6.592711e4
1026,0,0.855680,-1.798265,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1027,0,0.841896,-1.861919,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1028,0,0.043319,0.684004,0.546875,4.84933035e-4,4.84933035e-4,4.84933035e-4,2.062136e3
1029,0,0.808107,1.429591,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1030,0,0.632327,-0.013398,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1031,0,0.613585,1.124569,0.984374,3.00975723e-5,3.00975723e-5,3.00975723e-5,3.322417e4
1032,0,0.083356,1.640142,0.617188,4.62357974e-4,4.62357974e-4,4.62357974e-4,2.162822e3
1033,0,0.834216,1.259638,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1034,0,-1.991498,-1.693694,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1035,0,1.577536,1.577732,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1036,0,-0.784867,-1.907379,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1037,0,0.046104,-0.474019,0.568359,4.80088050e-4,4.80088050e-4,4.80088050e-4,2.082947e3
1038,0,-0.499990,-0.367020,0.056737,3.18417005e-4,3.18417005e-4,3.18417005e-4,3.140526e3
1039,0,-0.481936,-1.964605,0.052732,9.77437726e-5,9.77437726e-5,9.77437726e-5,1.023073e4
1040,0,-0.467016,0.624172,0.052735,9.77529989e-5,9.77529989e-5,9.77529989e-5,1.022976e4
1041,0,-0.625918,-0.645167,0.019532,3.74726717e-5,3.74726717e-5,3.74726717e-5,2.668540e4
1042,0,0.197763,0.534586,0.753907,3.63070878e-4,3.63070878e-4,3.63070878e-4,2.754276e3
1043,0,-0.348207,1.369366,0.101563,1.78563437e-4,1.78563437e-4,1.78563437e-4,5.600219e3
1044,0,0.878579,0.556535,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1045,0,1.555010,0.143779,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1046,0,0.111857,0.076270,0.675781,4.28764811e-4,4.28764811e-4,4.28764811e-4,2.332276e3
1047,0,0.736535,1.030675,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1048,0,-0.440717,0.486331,0.046875,8.74295758e-5,8.74295758e-5,8.74295758e-5,1.143765e4
1049,0,-0.429666,0.506742,0.052734,9.77519760e-5,9.77519760e-5,9.77519760e-5,1.022987e4
1050,0,1.030469,0.675684,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1051,0,-0.990863,1.781665,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1052,0,0.937638,0.257650,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1053,0,-1.637563,-1.200324,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1054,0,-1.655212,-1.845792,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1055,0,0.756924,-1.993916,0.996093,7.61349065e-6,7.61349065e-6,7.61349065e-6,1.313285e5
1056,0,1.459703,-1.433779,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1057,0,1.385465,0.982099,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1058,0,0.489875,-1.018102,0.945184,3.15015401e-4,3.15015401e-4,3.15015401e-4,3.174438e3
1059,0,0.760559,0.456928,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1060,0,1.880176,-0.479246,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1061,0,0.775925,1.212454,1.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
1062,0,0.415629,1.123393,0.943359,1.04562397e-4,1.04562397e-4,1.04562397e-4,9.563576e3
1063,0,0.292725,1.978620,0.884766,1.99517767e-4,1.99517767e-4,1.99517767e-4,5.012060e3
1064,0,-1.019098,-0.998262,0.000000,1.00000000e-12,1.00000000e-12,1.00000000e-12,1.000000e6
