x,y,q_hat,var,weight,n_hi,n_lo,dt_hi,dt_lo,sigma,t_max
0.466380,-1.531404,0.953126,8.74262804e-5,1.143808e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.529299,1.461369,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.429768,-1.579240,0.945313,1.01163404e-4,9.884900e3,64,512,0.002500,0.010000,0.700000,6.000000
1.648557,0.702628,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.883141,1.876217,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.852229,0.359950,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.559888,-1.004717,0.035605,2.80204929e-4,3.568804e3,64,512,0.002500,0.010000,0.700000,6.000000
0.807366,0.047350,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.208678,0.636258,0.253906,3.70716284e-4,2.697473e3,64,512,0.002500,0.010000,0.700000,6.000000
0.321828,-1.247074,0.908203,1.63147796e-4,6.129374e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.765820,-1.641526,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.374299,0.957083,0.095670,3.83122773e-4,2.610123e3,64,512,0.002500,0.010000,0.700000,6.000000
0.924686,1.776236,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.594292,-0.716963,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.419086,0.371043,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.304957,-1.717688,0.130859,2.22569277e-4,4.492963e3,64,512,0.002500,0.010000,0.700000,6.000000
1.280920,-1.647891,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.484892,-0.901359,0.978515,4.11395491e-5,2.430692e4,64,512,0.002500,0.010000,0.700000,6.000000
0.296851,1.334245,0.855469,2.41957185e-4,4.132946e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.343188,1.227707,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.701565,1.777174,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.205694,0.633107,0.205078,3.19020435e-4,3.134586e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.159944,-1.104833,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.364364,1.228292,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.540477,1.369874,0.025391,4.84243658e-5,2.065033e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.207000,1.697434,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.926652,0.273027,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.636214,0.721646,0.015625,3.00956777e-5,3.322626e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.105567,-1.802023,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.439595,1.407572,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.550016,-1.679370,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.134175,-0.323523,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.104056,-0.344867,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.939209,0.375593,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.168270,-0.066221,0.232422,3.49119784e-4,2.864338e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.276417,1.003566,0.117188,2.02452366e-4,4.939409e3,64,512,0.002500,0.010000,0.700000,6.000000
0.967221,-1.447903,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.226302,0.987377,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.219666,-1.512249,0.195312,3.07560040e-4,3.251387e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.750716,-1.506277,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.862556,-0.814794,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.358504,-0.718283,0.900392,1.75505667e-4,5.697789e3,64,512,0.002500,0.010000,0.700000,6.000000
1.323001,1.536488,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.889479,1.056000,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.021491,0.657756,0.455078,4.85283838e-4,2.060645e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.015589,0.561901,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.781721,-0.245368,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.902809,-0.213483,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.850674,0.590011,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.731691,-1.688958,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.179958,-1.483543,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.603275,-0.748461,0.988281,2.26627554e-5,4.412331e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.364703,1.733186,0.091797,1.63146634e-4,6.129418e3,64,512,0.002500,0.010000,0.700000,6.000000
0.141434,-0.572803,0.685547,4.21859604e-4,2.370451e3,64,512,0.002500,0.010000,0.700000,6.000000
0.906361,1.526622,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.678420,-0.631182,0.011719,2.26627554e-5,4.412331e4,64,512,0.002500,0.010000,0.700000,6.000000
0.468438,1.275813,0.953126,8.74262804e-5,1.143808e4,64,512,0.002500,0.010000,0.700000,6.000000
1.803236,1.264700,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.489335,1.845517,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.955672,0.101405,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.523733,1.388980,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.277529,0.970066,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.959530,-0.755096,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.413779,1.851955,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.478974,-0.269667,0.960939,7.34477835e-5,1.361493e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.656095,1.631562,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.097543,1.873719,0.668899,6.38758689e-4,1.565534e3,64,512,0.002500,0.010000,0.700000,6.000000
1.422440,0.811804,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.323128,1.516012,0.876349,4.24379240e-4,2.356377e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.250248,1.558658,0.196172,7.34476100e-4,1.361513e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.410920,0.012777,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.630037,-0.406923,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.869234,0.125417,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.590738,0.707849,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.022597,-0.292857,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.041025,1.477446,0.479709,7.01271123e-4,1.425980e3,64,512,0.002500,0.010000,0.700000,6.000000
1.664485,1.198389,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.168998,1.671728,0.218750,3.34436058e-4,2.990099e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.657499,0.985260,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.708855,-0.313618,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.972615,-1.891485,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.971487,-0.470620,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.042264,-1.884552,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.418858,0.501216,0.087890,1.56875087e-4,6.374458e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.640180,-0.885141,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.016200,0.910561,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.140136,-1.701372,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.289854,0.493195,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.807975,-0.009027,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.161813,-1.125611,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.724030,1.122626,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.204854,-1.074239,0.796875,3.16757330e-4,3.156981e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.596338,1.612714,0.033203,6.28152452e-5,1.591945e4,64,512,0.002500,0.010000,0.700000,6.000000
1.890953,0.853229,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.368971,-0.606552,0.087890,1.56876070e-4,6.374418e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.572540,-0.382757,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.836361,-0.777801,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.315221,0.633638,0.869142,2.22566297e-4,4.493023e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.924322,1.782376,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.807489,1.580816,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.638630,0.660547,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.238122,1.815466,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.476039,-0.138534,0.953125,8.74290281e-5,1.143772e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.038531,1.264220,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.144667,1.850029,0.310547,4.18992862e-4,2.386670e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.234120,-1.175736,0.173828,2.81037498e-4,3.558231e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.869034,1.415263,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.476070,-1.561040,0.955078,8.39583708e-5,1.191052e4,64,512,0.002500,0.010000,0.700000,6.000000
1.839306,-1.405512,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.074120,-1.409864,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.559921,-1.166259,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.501568,0.714223,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.659245,1.321643,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.947300,-1.380998,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.987985,-0.597883,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.552070,1.818867,0.978515,4.11378274e-5,2.430794e4,64,512,0.002500,0.010000,0.700000,6.000000
1.067902,-1.903322,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.702310,0.633572,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.285816,0.232520,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.099223,0.669921,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.527294,-1.006509,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.802366,1.286587,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.671415,1.175310,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.769595,1.676048,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.407321,-1.741057,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.052686,0.179511,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.872833,1.948925,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.817863,-0.593791,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.913582,0.727132,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.976155,1.715109,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.979759,-1.523192,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.901264,-1.060995,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.568678,-0.565010,0.023438,4.47880537e-5,2.232688e4,64,512,0.002500,0.010000,0.700000,6.000000
1.927965,-1.214755,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.254925,1.029787,0.832031,2.73490104e-4,3.656426e3,64,512,0.002500,0.010000,0.700000,6.000000
0.246517,0.307389,0.845703,2.55357656e-4,3.916061e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.196681,0.628307,0.242187,3.59159457e-4,2.784271e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.848306,1.963355,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.654442,1.371712,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.834299,-0.864055,0.005860,1.13978429e-5,8.772820e4,64,512,0.002500,0.010000,0.700000,6.000000
0.421780,-1.785303,0.947265,9.77529989e-5,1.022976e4,64,512,0.002500,0.010000,0.700000,6.000000
0.168706,0.898904,0.753906,3.63071758e-4,2.754269e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.771282,0.552909,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.663749,0.267709,0.982422,3.37904595e-5,2.959328e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.298845,1.361662,0.103516,1.81600763e-4,5.506554e3,64,512,0.002500,0.010000,0.700000,6.000000
1.901638,-1.895248,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.072411,-0.012997,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.860125,0.782880,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.445104,0.010435,0.957031,8.04717319e-5,1.242657e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.221481,-1.400405,0.197265,3.09880720e-4,3.227038e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.721018,-0.317517,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.170656,-1.929330,0.255859,3.72588835e-4,2.683916e3,64,512,0.002500,0.010000,0.700000,6.000000
1.968512,1.618538,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.057575,0.215723,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.192781,-1.709501,0.246094,3.63071758e-4,2.754269e3,64,512,0.002500,0.010000,0.700000,6.000000
0.823532,0.057511,0.998046,3.81444971e-6,2.620923e5,64,512,0.002500,0.010000,0.700000,6.000000
0.533276,-1.010892,0.953126,8.74262804e-5,1.143808e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.029691,-1.487708,0.435547,4.81103304e-4,2.078551e3,64,512,0.002500,0.010000,0.700000,6.000000
1.284303,1.416216,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.859927,-0.681847,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.120747,0.129981,0.333984,4.35296897e-4,2.297277e3,64,512,0.002500,0.010000,0.700000,6.000000
0.313391,-0.696320,0.871094,2.19739387e-4,4.550825e3,64,512,0.002500,0.010000,0.700000,6.000000
1.881433,-1.443510,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.199496,-0.448695,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.509345,-0.272722,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.689477,-0.841042,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.569478,-0.507859,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.679504,1.993220,0.005860,1.13978429e-5,8.772820e4,64,512,0.002500,0.010000,0.700000,6.000000
1.083933,0.061854,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.687269,1.264773,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.197082,1.101716,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.692933,-1.858179,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.821787,0.388248,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.394697,-0.190191,0.916615,3.64650707e-4,2.742343e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.382064,-0.038991,0.060547,1.11309973e-4,8.983840e3,64,512,0.002500,0.010000,0.700000,6.000000
1.536160,-1.447308,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.288204,1.956357,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.493338,1.073927,0.955079,8.39552063e-5,1.191097e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.766433,1.902314,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.554902,-0.201836,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.017119,-0.655295,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.912659,1.288420,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.531216,-1.604503,0.980468,3.74726717e-5,2.668540e4,64,512,0.002500,0.010000,0.700000,6.000000
1.784265,1.193878,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.326380,-1.142757,0.867188,2.25384084e-4,4.436851e3,64,512,0.002500,0.010000,0.700000,6.000000
1.721993,1.002298,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.634166,-0.379201,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.135855,0.962522,0.697266,4.13080787e-4,2.420828e3,64,512,0.002500,0.010000,0.700000,6.000000
1.880968,0.454751,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.496019,-0.667739,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.724533,-0.709539,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.762439,1.224007,0.001954,3.81421003e-6,2.621088e5,64,512,0.002500,0.010000,0.700000,6.000000
0.197302,1.366133,0.783203,3.32277185e-4,3.009526e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.182581,1.780705,0.238281,3.55188268e-4,2.815400e3,64,512,0.002500,0.010000,0.700000,6.000000
0.809993,-0.922459,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.989693,0.276083,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.068874,-0.224338,0.585937,4.74780441e-4,2.106232e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.086882,-0.384800,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.993395,-0.117208,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.081037,1.293622,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.934658,-0.754830,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.378129,1.829602,0.880859,2.05370698e-4,4.869220e3,64,512,0.002500,0.010000,0.700000,6.000000
1.881503,0.575464,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.246618,-1.634696,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.542726,0.213993,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.676494,0.437577,0.990234,1.89217620e-5,5.284641e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.383413,1.672156,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.760165,-0.530028,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.711625,-1.176191,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.683509,0.749486,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.700742,0.968294,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.522222,1.320837,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.493942,0.825434,0.058593,1.07941472e-4,9.264194e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.212773,1.842880,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.769909,-0.073067,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.027060,-0.475627,0.517578,4.88628261e-4,2.046541e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.426025,-0.913481,0.035155,6.63717167e-5,1.506643e4,64,512,0.002500,0.010000,0.700000,6.000000
0.149655,-0.187778,0.705078,4.06929553e-4,2.457422e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.234432,-1.312257,0.183594,2.93316726e-4,3.409272e3,64,512,0.002500,0.010000,0.700000,6.000000
1.890651,1.407784,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.429895,-1.940073,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.388266,-0.269567,0.091797,1.63147313e-4,6.129392e3,64,512,0.002500,0.010000,0.700000,6.000000
1.094705,0.884894,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.622261,1.212017,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.270718,0.381133,0.169921,2.76016783e-4,3.622955e3,64,512,0.002500,0.010000,0.700000,6.000000
1.803174,1.201868,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.285250,1.417815,0.886719,1.96569417e-4,5.087235e3,64,512,0.002500,0.010000,0.700000,6.000000
0.604779,0.047444,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.625480,-1.155756,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.223342,-1.361467,0.763672,3.53179347e-4,2.831415e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.301658,-1.659879,0.128906,2.19741198e-4,4.550787e3,64,512,0.002500,0.010000,0.700000,6.000000
1.697645,1.840097,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.298812,1.016109,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.484809,-0.127434,0.044922,8.39569663e-5,1.191072e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.386879,1.556666,0.070313,1.27920035e-4,7.817323e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.350554,-0.049090,0.103515,1.81600007e-4,5.506577e3,64,512,0.002500,0.010000,0.700000,6.000000
0.516304,-0.746067,0.968750,5.92409074e-5,1.687994e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.618070,0.921903,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.641779,-1.456845,0.009766,1.89217620e-5,5.284641e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.452385,0.967671,0.060544,1.11298770e-4,8.984745e3,64,512,0.002500,0.010000,0.700000,6.000000
1.380469,0.915023,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.213609,-1.159830,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.729362,0.303317,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.450113,-1.413990,0.052734,9.77519760e-5,1.022987e4,64,512,0.002500,0.010000,0.700000,6.000000
0.909775,-0.985878,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.866883,-1.788233,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.887014,0.363101,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.533832,1.495205,0.027344,5.20448094e-5,1.921384e4,64,512,0.002500,0.010000,0.700000,6.000000
1.987600,1.649866,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
