sequence_id,step,margin,q_pred,obs_reliability,alpha_entropy,alpha_max,attention_argmax,collapse_temperature,state_mean,state_std,state_q10,state_q90,aleatoric_unc,epistemic_unc,target,calibrator_id
470,0,0.988719,0.728835,0.728835,0.527747,0.850925,22,0.829844,-0.480324,1e-12,-0.480324,-0.480324,1e-12,1e-12,1,identity
471,0,0.00184509,0.500461,0.500461,1.9043,0.430321,22,0.829844,1.67359,1e-12,1.67359,1.67359,1e-12,1e-12,0,identity
472,0,0.993003,0.729681,0.729681,0.524872,0.862806,22,0.829844,-0.880006,1e-12,-0.880006,-0.880006,1e-12,1e-12,1,identity
473,0,0.992108,0.729504,0.729504,0.54725,0.859051,22,0.829844,-1.84533,1e-12,-1.84533,-1.84533,1e-12,1e-12,1,identity
474,0,0.763415,0.682095,0.682095,1.13936,0.665665,24,0.829844,1.33506,1e-12,1.33506,1.33506,1e-12,1e-12,0.785156,identity
475,0,0.041058,0.510263,0.510263,2.21652,0.392269,22,0.829844,-1.92429,0.000489166,-1.92429,-1.92429,0.000489166,0.000489166,0.033204,identity
476,0,0.308817,0.576597,0.576597,3.2026,0.129921,22,0.829844,-0.751138,0.000373448,-0.751138,-0.751138,0.000373448,0.000373448,0.324219,identity
477,0,0.992907,0.729662,0.729662,0.535567,0.862024,22,0.829844,1.93269,5.92423e-05,1.93269,1.93269,5.92423e-05,5.92423e-05,1,identity
478,0,0.192651,0.548014,0.548014,2.87864,0.239496,22,0.829844,1.11647,1e-12,1.11647,1.11647,1e-12,1e-12,0.179687,identity
479,0,0.988072,0.728707,0.728707,0.584816,0.844354,22,0.829844,0.718142,0.00046412,0.718142,0.718142,0.00046412,0.00046412,1,identity
480,0,0.144812,0.53614,0.53614,2.69303,0.287687,22,0.829844,-1.58254,1e-12,-1.58254,-1.58254,1e-12,1e-12,0.117188,identity
481,0,-0.00425334,0.498937,0.498937,1.83855,0.436973,22,0.829844,1.78083,1e-12,1.78083,1.78083,1e-12,1e-12,0,identity
482,0,-0.00740533,0.498149,0.498149,1.80386,0.441287,22,0.829844,-1.91634,0.000117997,-1.91634,-1.91634,0.000117997,0.000117997,0,identity
483,0,-0.00188412,0.499529,0.499529,1.86461,0.434215,22,0.829844,0.140772,1e-12,0.140772,0.140772,1e-12,1e-12,0,identity
484,0,0.992119,0.729506,0.729506,0.547146,0.859079,22,0.829844,1.91197,0.000241957,1.91197,1.91197,0.000241957,0.000241957,1,identity
485,0,-0.00278821,0.499303,0.499303,1.85467,0.435231,22,0.829844,-1.01919,0.000678726,-1.01919,-1.01919,0.000678726,0.000678726,0,identity
486,0,0.989746,0.729038,0.729038,0.570888,0.850461,22,0.829844,-0.976292,1e-12,-0.976292,-0.976292,1e-12,1e-12,1,identity
487,0,0.992984,0.729677,0.729677,0.524624,0.86276,22,0.829844,-0.40765,1e-12,-0.40765,-0.40765,1e-12,1e-12,1,identity
488,0,-0.00718994,0.498203,0.498203,1.8062,0.440961,22,0.829844,-1.46617,1e-12,-1.46617,-1.46617,1e-12,1e-12,0,identity
489,0,-0.00893232,0.497767,0.497767,1.78764,0.443772,22,0.829844,1.50849,6.99172e-05,1.50849,1.50849,6.99172e-05,6.99172e-05,0,identity
490,0,0.988262,0.728744,0.728744,0.583304,0.845048,22,0.829844,0.625794,1e-12,0.625794,0.625794,1e-12,1e-12,1,identity
491,0,0.00101631,0.500254,0.500254,1.89565,0.431155,22,0.829844,0.284006,1e-12,0.284006,0.284006,1e-12,1e-12,0,identity
492,0,0.97837,0.726785,0.726785,0.566474,0.822049,22,0.829844,-0.39217,1e-12,-0.39217,-0.39217,1e-12,1e-12,0.970704,identity
493,0,0.0509375,0.512732,0.512732,2.27563,0.382437,22,0.829844,-1.46938,1e-12,-1.46938,-1.46938,1e-12,1e-12,0.042967,identity
494,0,-0.00798567,0.498004,0.498004,1.79764,0.442198,22,0.829844,-1.9098,1e-12,-1.9098,-1.9098,1e-12,1e-12,0,identity
495,0,0.988304,0.728753,0.728753,0.528998,0.849757,22,0.829844,1.68369,1e-12,1.68369,1.68369,1e-12,1e-12,1,identity
496,0,0.278596,0.569202,0.569202,3.15244,0.15665,22,0.829844,0.664942,1e-12,0.664942,0.664942,1e-12,1e-12,0.292092,identity
497,0,0.00347327,0.500868,0.500868,1.921,0.428701,22,0.829844,-1.72611,1e-12,-1.72611,-1.72611,1e-12,1e-12,0,identity
498,0,-0.00475326,0.498812,0.498812,1.83298,0.437596,22,0.829844,-0.865617,1e-12,-0.865617,-0.865617,1e-12,1e-12,0,identity
499,0,0.990893,0.729264,0.729264,0.560288,0.854633,22,0.829844,0.463802,7.61397e-06,0.463802,0.463802,7.61397e-06,7.61397e-06,1,identity
500,0,0.992646,0.72961,0.72961,0.540055,0.861031,22,0.829844,1.60095,0.000305225,1.60095,1.60095,0.000305225,0.000305225,1,identity
501,0,-0.00981323,0.497547,0.497547,1.77871,0.445359,22,0.829844,-1.63006,1e-12,-1.63006,-1.63006,1e-12,1e-12,0,identity
502,0,0.97851,0.726813,0.726813,0.565891,0.822429,22,0.829844,-1.94003,1e-12,-1.94003,-1.94003,1e-12,1e-12,0.984375,identity
503,0,-0.00310479,0.499224,0.499224,1.8512,0.435596,22,0.829844,0.173616,1e-12,0.173616,0.173616,1e-12,1e-12,0,identity
504,0,0.993012,0.729682,0.729682,0.533199,0.86244,22,0.829844,1.32115,1e-12,1.32115,1.32115,1e-12,1e-12,1,identity
505,0,0.988102,0.728713,0.728713,0.584587,0.844457,22,0.829844,0.101148,1.13978e-05,0.101148,0.101148,1.13978e-05,1.13978e-05,1,identity
506,0,0.992929,0.729666,0.729666,0.524032,0.862631,22,0.829844,1.21209,1e-12,1.21209,1.21209,1e-12,1e-12,1,identity
507,0,-0.00916481,0.497709,0.497709,1.78528,0.444182,22,0.829844,0.775061,1e-12,0.775061,0.775061,1e-12,1e-12,0,identity
508,0,0.00116467,0.500291,0.500291,1.89721,0.431005,22,0.829844,1.17961,1e-12,1.17961,1.17961,1e-12,1e-12,0,identity
509,0,0.985885,0.728274,0.728274,0.601318,0.836309,22,0.829844,-1.12829,3.74735e-05,-1.12829,-1.12829,3.74735e-05,3.74735e-05,1,identity
510,0,0.989827,0.729054,0.729054,0.570177,0.850755,22,0.829844,1.87301,1.51673e-05,1.87301,1.87301,1.51673e-05,1.51673e-05,1,identity
511,0,0.97683,0.726479,0.726479,0.572791,0.817776,22,0.829844,-1.70608,1e-12,-1.70608,-1.70608,1e-12,1e-12,0.988281,identity
512,0,0.978809,0.726872,0.726872,0.564676,0.823263,22,0.829844,0.220535,1e-12,0.220535,0.220535,1e-12,1e-12,0.99414,identity
513,0,0.11043,0.52758,0.52758,2.55662,0.322471,22,0.829844,-0.239288,1e-12,-0.239288,-0.239288,1e-12,1e-12,0.108606,identity
514,0,0.991665,0.729417,0.729417,0.521522,0.859206,22,0.829844,-1.52246,1e-12,-1.52246,-1.52246,1e-12,1e-12,1,identity
515,0,0.988587,0.728809,0.728809,0.528122,0.850553,22,0.829844,-1.55014,1e-12,-1.55014,-1.55014,1e-12,1e-12,1,identity
516,0,0.949434,0.721001,0.721001,0.683007,0.742175,22,0.829844,-0.812034,1.13978e-05,-0.812034,-0.812034,1.13978e-05,1.13978e-05,0.974609,identity
517,0,-0.0109857,0.497254,0.497254,1.76722,0.447639,22,0.829844,1.94936,1e-12,1.94936,1.94936,1e-12,1e-12,0,identity
518,0,-0.00695381,0.498262,0.498262,1.80873,0.440606,22,0.829844,1.67821,0.000181602,1.67821,1.67821,0.000181602,0.000181602,0,identity
519,0,0.98924,0.728938,0.728938,0.57524,0.848628,22,0.829844,0.300417,0.00046412,0.300417,0.300417,0.00046412,0.00046412,1,identity
520,0,-0.0038038,0.499049,0.499049,1.84351,0.436424,22,0.829844,1.18032,1e-12,1.18032,1.18032,1e-12,1e-12,0,identity
521,0,-0.00148526,0.499629,0.499629,1.86895,0.433777,22,0.829844,-0.528666,1e-12,-0.528666,-0.528666,1e-12,1e-12,0,identity
522,0,0.00349181,0.500873,0.500873,1.92118,0.428684,22,0.829844,1.22944,1.51673e-05,1.22944,1.22944,1.51673e-05,1.51673e-05,0,identity
523,0,-0.00116049,0.49971,0.49971,1.87246,0.433426,22,0.829844,-1.37647,1e-12,-1.37647,-1.37647,1e-12,1e-12,0,identity
524,0,-0.0103352,0.497416,0.497416,1.77351,0.446347,22,0.829844,-0.482594,1e-12,-0.482594,-0.482594,1e-12,1e-12,0,identity
525,0,-0.00888857,0.497778,0.497778,1.78813,0.4437,22,0.829844,1.69371,1e-12,1.69371,1.69371,1e-12,1e-12,0,identity
526,0,0.0498047,0.512449,0.512449,2.26913,0.383555,22,0.829844,-1.04688,1e-12,-1.04688,-1.04688,1e-12,1e-12,0.029298,identity
527,0,0.9532,0.721758,0.721758,0.668626,0.752557,22,0.829844,-1.02173,1.13986e-05,-1.02173,-1.02173,1.13986e-05,1.13986e-05,0.958985,identity
528,0,-0.0100201,0.497495,0.497495,1.77662,0.445745,22,0.829844,1.71873,1e-12,1.71873,1.71873,1e-12,1e-12,0,identity
529,0,-0.00517804,0.498705,0.498705,1.82827,0.438143,22,0.829844,0.934185,1e-12,0.934185,0.934185,1e-12,1e-12,0,identity
530,0,0.173445,0.543253,0.543253,2.80433,0.258815,22,0.829844,1.37905,0.000619101,1.37905,1.37905,0.000619101,0.000619101,0.187499,identity
531,0,-0.0104398,0.49739,0.49739,1.77244,0.446545,22,0.829844,-0.821891,1e-12,-0.821891,-0.821891,1e-12,1e-12,0,identity
532,0,0.975538,0.726222,0.726222,0.578128,0.814194,22,0.829844,-1.16545,1e-12,-1.16545,-1.16545,1e-12,1e-12,0.982421,identity
533,0,0.0248856,0.506221,0.506221,2.10619,0.408136,22,0.829844,0.145207,0.0001816,0.145207,0.145207,0.0001816,0.0001816,0.029297,identity
534,0,0.992164,0.729515,0.729515,0.521491,0.860593,22,0.829844,0.101336,0.000225385,0.101336,0.101336,0.000225385,0.000225385,1,identity
535,0,0.112017,0.527975,0.527975,2.56313,0.320858,22,0.829844,-1.74112,6.63717e-05,-1.74112,-1.74112,6.63717e-05,6.63717e-05,0.085937,identity
536,0,-0.00853968,0.497865,0.497865,1.79175,0.443104,22,0.829844,-0.206235,0.000338705,-0.206235,-0.206235,0.000338705,0.000338705,0,identity
537,0,-0.0101932,0.497452,0.497452,1.77492,0.446075,22,0.829844,0.69694,1e-12,0.69694,0.69694,1e-12,1e-12,0,identity
538,0,0.267018,0.566361,0.566361,3.12536,0.16734,22,0.829844,1.36029,0.000651789,1.36029,1.36029,0.000651789,0.000651789,0.281982,identity
539,0,0.00325591,0.500814,0.500814,1.91879,0.428917,22,0.829844,1.16137,1e-12,1.16137,1.16137,1e-12,1e-12,0,identity
540,0,0.00510861,0.501277,0.501277,1.93731,0.427117,22,0.829844,1.40247,1.51673e-05,1.40247,1.40247,1.51673e-05,1.51673e-05,0.001954,identity
541,0,0.203702,0.55075,0.55075,2.92054,0.228474,22,0.829844,0.191649,1e-12,0.191649,0.191649,1e-12,1e-12,0.214843,identity
542,0,0.963406,0.723803,0.723803,0.628154,0.780706,22,0.829844,0.010208,1e-12,0.010208,0.010208,1e-12,1e-12,0.978516,identity
543,0,-0.00879872,0.4978,0.4978,1.78908,0.443547,22,0.829844,0.916065,1e-12,0.916065,0.916065,1e-12,1e-12,0,identity
544,0,0.987986,0.72869,0.72869,0.585494,0.844041,22,0.829844,0.791045,2.6386e-05,0.791045,0.791045,2.6386e-05,2.6386e-05,1,identity
545,0,0.589725,0.643302,0.643302,2.1371,0.524708,24,0.829844,-1.18905,1e-12,-1.18905,-1.18905,1e-12,1e-12,0.605468,identity
546,0,-0.00829139,0.497927,0.497927,1.79433,0.442687,22,0.829844,1.72563,1e-12,1.72563,1.72563,1e-12,1e-12,0,identity
547,0,-0.0112258,0.497194,0.497194,1.76499,0.448136,22,0.829844,1.29393,1e-12,1.29393,1.29393,1e-12,1e-12,0,identity
548,0,0.686,0.665077,0.665077,1.47275,0.691957,24,0.829844,-0.222918,1e-12,-0.222918,-0.222918,1e-12,1e-12,0.724609,identity
549,0,0.800975,0.690183,0.690183,1.05509,0.599133,24,0.829844,0.218414,0.000488755,0.218414,0.218414,0.000488755,0.000488755,0.758845,identity
550,0,0.98683,0.728461,0.728461,0.594392,0.839782,22,0.829844,1.00435,0.000480088,1.00435,1.00435,0.000480088,0.000480088,1,identity
551,0,0.993098,0.729699,0.729699,0.527091,0.862977,22,0.829844,0.712945,1e-12,0.712945,0.712945,1e-12,1e-12,1,identity
552,0,0.375826,0.592866,0.592866,3.19296,0.163806,24,0.829844,0.141785,1e-12,0.141785,0.141785,1e-12,1e-12,0.371094,identity
553,0,0.981501,0.727406,0.727406,0.55382,0.830736,22,0.829844,1.63136,1e-12,1.63136,1.63136,1e-12,1e-12,0.986328,identity
554,0,0.000790557,0.500198,0.500198,1.8933,0.431382,22,0.829844,0.983133,1e-12,0.983133,0.983133,1e-12,1e-12,0,identity
555,0,0.762003,0.681789,0.681789,1.14305,0.667728,24,0.829844,1.90467,0.000487553,1.90467,1.90467,0.000487553,0.000487553,0.742188,identity
556,0,0.989824,0.729053,0.729053,0.570197,0.850749,22,0.829844,-1.92426,1e-12,-1.92426,-1.92426,1e-12,1e-12,1,identity
557,0,0.718366,0.672247,0.672247,1.29746,0.704506,24,0.829844,1.09726,0.000477879,1.09726,1.09726,0.000477879,0.000477879,0.695312,identity
558,0,-0.00230566,0.499424,0.499424,1.85997,0.434684,22,0.829844,0.26932,1e-12,0.26932,0.26932,1e-12,1e-12,0,identity
559,0,0.970396,0.725198,0.725198,0.599445,0.799988,22,0.829844,0.067963,1e-12,0.067963,0.067963,1e-12,1e-12,0.976563,identity
560,0,0.987577,0.728609,0.728609,0.588697,0.842536,22,0.829844,0.071808,1e-12,0.071808,0.071808,1e-12,1e-12,1,identity
561,0,0.0906273,0.522641,0.522641,2.47287,0.342477,22,0.829844,1.36386,1e-12,1.36386,1.36386,1e-12,1e-12,0.064453,identity
562,0,0.989058,0.728902,0.728902,0.57678,0.847961,22,0.829844,0.453577,1e-12,0.453577,0.453577,1e-12,1e-12,1,identity
563,0,0.987196,0.728534,0.728534,0.591623,0.841135,22,0.829844,-0.548136,0.000140938,-0.548136,-0.548136,0.000140938,0.000140938,1,identity
564,0,0.206142,0.551354,0.551354,2.92956,0.226088,22,0.829844,-1.39174,1e-12,-1.39174,-1.39174,1e-12,1e-12,0.197265,identity
565,0,0.987897,0.728672,0.728672,0.586204,0.843707,22,0.829844,-0.456115,1e-12,-0.456115,-0.456115,1e-12,1e-12,1,identity
566,0,-0.0112415,0.49719,0.49719,1.76486,0.448171,22,0.829844,-1.80685,1e-12,-1.80685,-1.80685,1e-12,1e-12,0,identity
567,0,0.872765,0.705321,0.705321,0.909904,0.530448,22,0.829844,0.879024,1e-12,0.879024,0.879024,1e-12,1e-12,0.888672,identity
568,0,0.970389,0.725197,0.725197,0.599477,0.799974,22,0.829844,1.44157,0.000357182,1.44157,1.44157,0.000357182,0.000357182,0.96875,identity
569,0,-0.0111872,0.497203,0.497203,1.76533,0.448054,22,0.829844,0.168233,1e-12,0.168233,0.168233,1e-12,1e-12,0,identity
570,0,-0.00122694,0.499693,0.499693,1.87172,0.433499,22,0.829844,1.71219,1e-12,1.71219,1.71219,1e-12,1e-12,0,identity
571,0,0.357033,0.588322,0.588322,3.21376,0.144306,24,0.829844,0.381388,1e-12,0.381388,0.381388,1e-12,1e-12,0.363118,identity
572,0,-0.00589609,0.498526,0.498526,1.82036,0.439104,22,0.829844,0.574895,1e-12,0.574895,0.574895,1e-12,1e-12,0,identity
573,0,0.00182469,0.500456,0.500456,1.9041,0.430339,22,0.829844,0.165808,1e-12,0.165808,0.165808,1e-12,1e-12,0,identity
574,0,0.993109,0.729702,0.729702,0.529122,0.862917,22,0.829844,-0.074243,1e-12,-0.074243,-0.074243,1e-12,1e-12,1,identity
575,0,0.985062,0.728112,0.728112,0.540105,0.840669,22,0.829844,-1.49637,1e-12,-1.49637,-1.49637,1e-12,1e-12,0.99414,identity
576,0,-0.00603572,0.498491,0.498491,1.81881,0.439295,22,0.829844,-1.88659,2.26613e-05,-1.88659,-1.88659,2.26613e-05,2.26613e-05,0,identity
577,0,0.0251339,0.506283,0.506283,2.10802,0.407925,22,0.829844,-0.205622,0.000300507,-0.205622,-0.205622,0.000300507,0.000300507,0,identity
578,0,0.992976,0.729675,0.729675,0.524512,0.862749,22,0.829844,-0.131383,1e-12,-0.131383,-0.131383,1e-12,1e-12,1,identity
579,0,-0.00805244,0.497987,0.497987,1.79687,0.442298,22,0.829844,-1.43161,1e-12,-1.43161,-1.43161,1e-12,1e-12,0,identity
580,0,0.931881,0.717457,0.717457,0.745711,0.693764,22,0.829844,-1.38718,8.74208e-05,-1.38718,-1.38718,8.74208e-05,8.74208e-05,0.945313,identity
581,0,0.991597,0.729403,0.729403,0.521557,0.859017,22,0.829844,-0.081748,1e-12,-0.081748,-0.081748,1e-12,1e-12,1,identity
582,0,-0.0103972,0.497401,0.497401,1.77289,0.446466,22,0.829844,-1.85958,1e-12,-1.85958,-1.85958,1e-12,1e-12,0,identity
583,0,0.0317795,0.507944,0.507944,2.1556,0.401409,22,0.829844,1.80806,1e-12,1.80806,1.80806,1e-12,1e-12,0.035605,identity
584,0,0.989818,0.729052,0.729052,0.524739,0.854015,22,0.829844,-0.99921,1e-12,-0.99921,-0.99921,1e-12,1e-12,1,identity
585,0,0.215142,0.553579,0.553579,2.96265,0.21719,22,0.829844,1.71628,1e-12,1.71628,1.71628,1e-12,1e-12,0.253906,identity
586,0,0.876141,0.706022,0.706022,0.902125,0.539792,22,0.829844,-0.690691,0.000330106,-0.690691,-0.690691,0.000330106,0.000330106,0.908203,identity
587,0,0.00925328,0.502313,0.502313,1.97683,0.423137,22,0.829844,0.570003,1e-12,0.570003,0.570003,1e-12,1e-12,0,identity
588,0,0.0914889,0.522856,0.522856,2.47662,0.341621,22,0.829844,0.633606,6.28176e-05,0.633606,0.633606,6.28176e-05,6.28176e-05,0.09567,identity
589,0,0.99235,0.729552,0.729552,0.521679,0.861107,22,0.829844,0.339659,0.000428765,0.339659,0.339659,0.000428765,0.000428765,1,identity
590,0,0.988887,0.728868,0.728868,0.578214,0.847331,22,0.829844,1.70349,1e-12,1.70349,1.70349,1e-12,1e-12,1,identity
591,0,0.990543,0.729195,0.729195,0.563643,0.853364,22,0.829844,-1.62735,0.000288449,-1.62735,-1.62735,0.000288449,0.000288449,1,identity
592,0,0.141358,0.535281,0.535281,2.67965,0.291152,22,0.829844,1.36819,1e-12,1.36819,1.36819,1e-12,1e-12,0.130859,identity
593,0,0.991648,0.729413,0.729413,0.55254,0.857366,22,0.829844,0.109816,1e-12,0.109816,0.109816,1e-12,1e-12,1,identity
594,0,0.847286,0.699997,0.699997,0.964598,0.49673,24,0.829844,-0.370355,0.000202452,-0.370355,-0.370355,0.000202452,0.000202452,0.855469,identity
595,0,-0.00618087,0.498455,0.498455,1.81718,0.439493,22,0.829844,-1.82282,1e-12,-1.82282,-1.82282,1e-12,1e-12,0,identity
596,0,0.988164,0.728725,0.728725,0.584079,0.844694,22,0.829844,-1.77245,2.26613e-05,-1.77245,-1.77245,2.26613e-05,2.26613e-05,1,identity
597,0,0.21804,0.554295,0.554295,2.97311,0.214333,22,0.829844,-0.673238,1e-12,-0.673238,-0.673238,1e-12,1e-12,0.205078,identity
598,0,-0.00356312,0.499109,0.499109,1.84617,0.436136,22,0.829844,-1.93347,1e-12,-1.93347,-1.93347,1e-12,1e-12,0,identity
599,0,-0.006422,0.498395,0.498395,1.81453,0.439833,22,0.829844,-1.10197,1e-12,-1.10197,-1.10197,1e-12,1e-12,0,identity
600,0,-0.00439903,0.4989,0.4989,1.83688,0.437149,22,0.829844,1.71554,1e-12,1.71554,1.71554,1e-12,1e-12,0,identity
601,0,0.986332,0.728363,0.728363,0.598074,0.837954,22,0.829844,-1.69757,1e-12,-1.69757,-1.69757,1e-12,1e-12,1,identity
602,0,0.0196902,0.504922,0.504922,2.06616,0.413178,22,0.829844,-1.69896,1e-12,-1.69896,-1.69896,1e-12,1e-12,0.015625,identity
603,0,-0.00255044,0.499362,0.499362,1.85733,0.434961,22,0.829844,-1.08569,1e-12,-1.08569,-1.08569,1e-12,1e-12,0,identity
604,0,0.990439,0.729175,0.729175,0.564607,0.852991,22,0.829844,1.17217,1e-12,1.17217,1.17217,1e-12,1e-12,1,identity
605,0,-0.0081992,0.49795,0.49795,1.79538,0.442544,22,0.829844,0.323608,1e-12,0.323608,0.323608,1e-12,1e-12,0,identity
606,0,-0.00314303,0.499214,0.499214,1.85079,0.435641,22,0.829844,0.457831,1e-12,0.457831,0.457831,1e-12,1e-12,0,identity
607,0,-0.00258311,0.499354,0.499354,1.85695,0.434997,22,0.829844,0.927526,1e-12,0.927526,0.927526,1e-12,1e-12,0,identity
608,0,0.00139053,0.500348,0.500348,1.89958,0.430775,22,0.829844,-1.86878,5.56457e-05,-1.86878,-1.86878,5.56457e-05,5.56457e-05,0,identity
609,0,0.262438,0.565236,0.565236,3.11361,0.171589,22,0.829844,1.1011,8.04641e-05,1.1011,1.1011,8.04641e-05,8.04641e-05,0.232422,identity
610,0,0.154774,0.538617,0.538617,2.73171,0.277651,22,0.829844,-1.47998,1e-12,-1.47998,-1.47998,1e-12,1e-12,0.117188,identity
611,0,0.992972,0.729674,0.729674,0.524479,0.862733,22,0.829844,-1.67364,1e-12,-1.67364,-1.67364,1e-12,1e-12,1,identity
612,0,0.212918,0.553029,0.553029,2.95467,0.219337,22,0.829844,-0.622297,0.000619324,-0.622297,-0.622297,0.000619324,0.000619324,0.195312,identity
613,0,0.00423113,0.501058,0.501058,1.92861,0.427963,22,0.829844,-1.42131,1e-12,-1.42131,-1.42131,1e-12,1e-12,0,identity
614,0,0.896988,0.71033,0.71033,0.850254,0.597369,22,0.829844,0.239998,1e-12,0.239998,0.239998,1e-12,1e-12,0.900392,identity
615,0,0.991501,0.729384,0.729384,0.554095,0.856845,22,0.829844,-0.165947,1e-12,-0.165947,-0.165947,1e-12,1e-12,1,identity
616,0,0.99187,0.729457,0.729457,0.52143,0.859777,22,0.829844,1.89252,1e-12,1.89252,1.89252,1e-12,1e-12,1,identity
617,0,0.46756,0.614806,0.614806,2.88087,0.287577,24,0.829844,-1.83481,1e-12,-1.83481,-1.83481,1e-12,1e-12,0.455078,identity
618,0,-0.000713267,0.499822,0.499822,1.87727,0.432949,22,0.829844,1.32516,3.00957e-05,1.32516,1.32516,3.00957e-05,3.00957e-05,0,identity
619,0,0.986671,0.72843,0.72843,0.534354,0.845175,22,0.829844,0.328283,1e-12,0.328283,0.328283,1e-12,1e-12,1,identity
620,0,-0.00388172,0.49903,0.49903,1.84265,0.436518,22,0.829844,0.641431,1e-12,0.641431,0.641431,1e-12,1e-12,0,identity
621,0,0.973533,0.725823,0.725823,0.586438,0.808657,22,0.829844,-0.774425,1e-12,-0.774425,-0.774425,1e-12,1e-12,0.988281,identity
622,0,0.0949212,0.523713,0.523713,2.49151,0.338165,22,0.829844,1.57134,1e-12,1.57134,1.57134,1e-12,1e-12,0.091797,identity
623,0,0.704634,0.669214,0.669214,1.3654,0.703509,24,0.829844,-0.252264,1e-12,-0.252264,-0.252264,1e-12,1e-12,0.685547,identity
624,0,0.992102,0.729503,0.729503,0.521453,0.860423,22,0.829844,-0.929886,1e-12,-0.929886,-0.929886,1e-12,1e-12,1,identity
625,0,0.0157281,0.503932,0.503932,2.03379,0.416969,22,0.829844,-1.28268,1e-12,-1.28268,-1.28268,1e-12,1e-12,0.011719,identity
626,0,0.939581,0.719015,0.719015,0.719092,0.714989,22,0.829844,1.33383,1e-12,1.33383,1.33383,1e-12,1e-12,0.953126,identity
627,0,0.987311,0.728557,0.728557,0.590737,0.841563,22,0.829844,0.284669,1e-12,0.284669,0.284669,1e-12,1e-12,1,identity
628,0,0.990023,0.729092,0.729092,0.568409,0.851481,22,0.829844,-1.43079,1e-12,-1.43079,-1.43079,1e-12,1e-12,1,identity
629,0,-0.0110024,0.497249,0.497249,1.76708,0.447675,22,0.829844,-1.39205,1e-12,-1.39205,-1.39205,1e-12,1e-12,0,identity
630,0,0.989673,0.729023,0.729023,0.571513,0.850206,22,0.829844,0.173259,2.26613e-05,0.173259,0.173259,2.26613e-05,2.26613e-05,1,identity
631,0,-0.0053679,0.498658,0.498658,1.82616,0.438391,22,0.829844,-0.584435,1.13978e-05,-0.584435,-0.584435,1.13978e-05,1.13978e-05,0,identity
632,0,0.986041,0.728305,0.728305,0.6002,0.836878,22,0.829844,0.802176,0.0004048,0.802176,0.802176,0.0004048,0.0004048,1,identity
633,0,-0.00696185,0.49826,0.49826,1.80862,0.440614,22,0.829844,0.094527,1e-12,0.094527,0.094527,1e-12,1e-12,0,identity
634,0,0.946227,0.720356,0.720356,0.694996,0.733341,22,0.829844,0.641557,1e-12,0.641557,0.641557,1e-12,1e-12,0.960939,identity
635,0,0.0172437,0.504311,0.504311,2.04637,0.415534,22,0.829844,1.06953,4.84234e-05,1.06953,1.06953,4.84234e-05,4.84234e-05,0,identity
636,0,0.990547,0.729196,0.729196,0.563601,0.853381,22,0.829844,0.937511,1e-12,0.937511,0.937511,1e-12,1e-12,1,identity
637,0,0.866164,0.703947,0.703947,0.924716,0.512197,22,0.829844,0.361108,1e-12,0.361108,0.361108,1e-12,1e-12,0.876349,identity
638,0,0.17458,0.543534,0.543534,2.80867,0.257696,22,0.829844,0.271662,1e-12,0.271662,0.271662,1e-12,1e-12,0.196172,identity
639,0,-0.00690528,0.498274,0.498274,1.80927,0.440534,22,0.829844,1.62887,1e-12,1.62887,1.62887,1e-12,1e-12,0,identity
640,0,0.0208257,0.505206,0.505206,2.07514,0.412076,22,0.829844,-1.12615,1e-12,-1.12615,-1.12615,1e-12,1e-12,0,identity
641,0,-0.0104999,0.497375,0.497375,1.77189,0.446668,22,0.829844,-1.57839,1e-12,-1.57839,-1.57839,1e-12,1e-12,0,identity
642,0,-0.00856241,0.497859,0.497859,1.79149,0.44314,22,0.829844,-1.13049,1e-12,-1.13049,-1.13049,1e-12,1e-12,0,identity
643,0,-0.000835133,0.499791,0.499791,1.87597,0.433078,22,0.829844,-0.750773,1e-12,-0.750773,-0.750773,1e-12,1e-12,0,identity
644,0,0.434049,0.60684,0.60684,3.03356,0.236313,24,0.829844,-0.205041,1e-12,-0.205041,-0.205041,1e-12,1e-12,0.479709,identity
645,0,0.252489,0.562789,0.562789,3.08598,0.181005,22,0.829844,-1.32864,1e-12,-1.32864,-1.32864,1e-12,1e-12,0.21875,identity
646,0,-0.00908395,0.497729,0.497729,1.78606,0.444034,22,0.829844,-0.058231,5.56513e-05,-0.058231,-0.058231,5.56513e-05,5.56513e-05,0,identity
647,0,-0.00944954,0.497638,0.497638,1.78235,0.444688,22,0.829844,1.63274,7.69683e-05,1.63274,1.63274,7.69683e-05,7.69683e-05,0,identity
648,0,0.98589,0.728275,0.728275,0.601298,0.836316,22,0.829844,-0.901121,1e-12,-0.901121,-0.901121,1e-12,1e-12,1,identity
649,0,0.99296,0.729672,0.729672,0.524345,0.862708,22,0.829844,0.142921,1e-12,0.142921,0.142921,1e-12,1e-12,1,identity
650,0,0.993097,0.729699,0.729699,0.530184,0.862828,22,0.829844,-1.22492,1e-12,-1.22492,-1.22492,1e-12,1e-12,1,identity
651,0,0.0709906,0.51774,0.51774,2.38174,0.362299,22,0.829844,0.449057,0.000298123,0.449057,0.449057,0.000298123,0.000298123,0.08789,identity
652,0,-0.00893904,0.497765,0.497765,1.7876,0.443786,22,0.829844,-1.36763,0.000156877,-1.36763,-1.36763,0.000156877,0.000156877,0,identity
